Date,Open,High,Low,Close,Adj Close,Volume
2013-01-02,2402.219971,2476.239990,2402.219971,2476.239990,2476.239990,5216800
2013-01-03,2476.239990,2486.879883,2466.500000,2486.879883,2486.879883,4413800
2013-01-04,2486.939941,2490.070068,2468.060059,2483.050049,2483.050049,4290000
2013-01-07,2482.820068,2496.370117,2479.459961,2484.010010,2484.010010,5234400
2013-01-08,2483.979980,2490.110107,2472.729980,2481.129883,2481.129883,6133000
2013-01-09,2483.919922,2495.340088,2473.729980,2494.760010,2494.760010,5497600
2013-01-10,2495.199951,2501.159912,2457.929932,2477.929932,2477.929932,6912200
2013-01-11,2478.030029,2480.659912,2442.020020,2468.100098,2468.100098,4779800
2013-01-14,2468.409912,2481.750000,2452.860107,2459.679932,2459.679932,4268800
2013-01-15,2459.679932,2465.179932,2430.250000,2449.260010,2449.260010,4635800
2013-01-16,2449.320068,2451.070068,2434.300049,2447.149902,2447.149902,4501600
2013-01-17,2447.010010,2470.379883,2432.350098,2470.379883,2470.379883,5443800
2013-01-18,2470.479980,2481.320068,2458.540039,2458.540039,2458.540039,6832000
2013-01-21,2458.899902,2464.399902,2434.060059,2446.739990,2446.739990,3896200
2013-01-22,2445.840088,2447.429932,2416.719971,2436.889893,2436.889893,4130200
2013-01-23,2437.120117,2440.340088,2405.919922,2439.449951,2439.449951,5444000
2013-01-24,2439.580078,2444.570068,2427.610107,2444.570068,2444.570068,4528200
2013-01-25,2443.570068,2466.050049,2436.629883,2459.379883,2459.379883,5740800
2013-01-28,2459.699951,2468.449951,2451.510010,2459.219971,2459.219971,3745000
2013-01-29,2462.600098,2465.689941,2440.500000,2460.649902,2460.649902,4558600
2013-01-30,2460.820068,2461.770020,2439.679932,2448.370117,2448.370117,4407600
2013-01-31,2448.020020,2452.010010,2428.439941,2446.040039,2446.040039,6404400
2013-02-01,2446.149902,2448.520020,2427.159912,2440.389893,2440.389893,5434600
2013-02-04,2440.270020,2444.060059,2385.340088,2385.340088,2385.340088,6000800
2013-02-05,2385.320068,2395.459961,2371.409912,2387.879883,2387.879883,4553000
2013-02-06,2387.280029,2404.209961,2372.989990,2380.639893,2380.639893,5243800
2013-02-07,2380.639893,2400.229980,2367.810059,2367.810059,2367.810059,4622600
2013-02-08,2367.820068,2410.840088,2367.820068,2405.550049,2405.550049,4079600
2013-02-11,2405.439941,2414.300049,2395.610107,2405.760010,2405.760010,3059200
2013-02-12,2405.850098,2422.370117,2399.060059,2419.750000,2419.750000,3276000
2013-02-13,2419.760010,2440.899902,2418.870117,2437.739990,2437.739990,6068800
2013-02-14,2437.709961,2437.709961,2398.780029,2416.959961,2416.959961,3658800
2013-02-15,2417.189941,2417.360107,2398.530029,2400.090088,2400.090088,3132400
2013-02-18,2399.909912,2403.830078,2388.350098,2394.239990,2394.239990,2094000
2013-02-19,2394.100098,2408.540039,2383.790039,2407.510010,2407.510010,3277000
2013-02-20,2407.510010,2429.570068,2406.000000,2428.679932,2428.679932,4500200
2013-02-21,2428.310059,2428.389893,2378.840088,2385.209961,2385.209961,4600000
2013-02-22,2385.020020,2425.530029,2385.020020,2421.639893,2421.639893,4291800
2013-02-25,2421.979980,2462.449951,2421.850098,2444.139893,2444.139893,4156400
2013-02-26,2443.830078,2443.830078,2379.479980,2401.310059,2401.310059,5801000
2013-02-27,2400.959961,2434.340088,2399.649902,2434.340088,2434.340088,4633400
2013-02-28,2434.739990,2471.860107,2434.739990,2466.600098,2466.600098,8561800
2013-03-01,2467.270020,2473.949951,2435.080078,2468.080078,2468.080078,5196800
2013-03-04,2468.080078,2471.169922,2441.979980,2463.310059,2463.310059,4083400
2013-03-05,2463.550049,2514.169922,2463.550049,2509.590088,2509.590088,5224800
2013-03-06,2509.739990,2531.699951,2504.389893,2506.429932,2506.429932,4869000
2013-03-07,2506.949951,2521.229980,2504.840088,2509.270020,2509.270020,5649600
