Date,Open,High,Low,Close,Volume
5/29/13,3407.23,3416.52,3367.47,3367.47,279712800
5/30/13,3360.08,3361.5,3303.11,3336.01,366563712
5/31/13,3329.51,3334.5,3304.96,3311.37,648093184
6/3/13,3287.1,3304.07,3279.54,3291.08,235344096
6/4/13,3273.46,3298,3260.12,3291.35,267513104
6/5/13,3278.75,3281.27,3231.25,3243.43,307335104
6/6/13,3211.16,3221,3187.73,3193.51,313532704
6/7/13,3187.09,3198.73,3178.82,3184.72,276119904
6/10/13,3204.39,3214.88,3194.84,3200.51,271644416
6/11/13,3199.24,3199.49,3159.52,3170.38,363385600
6/12/13,3151.71,3168.71,3146.74,3153.48,252414208
6/13/13,3127.14,3134.18,3094.86,3130.69,357093792
6/14/13,3147.78,3166.41,3137.13,3161.43,258961600
6/17/13,3150.5,3191.45,3144.57,3183.44,281837600
6/18/13,3198,3233.69,3195.31,3229.55,272140896
6/19/13,3225.67,3235.09,3208.52,3213.79,231390304
6/20/13,3186.6,3186.6,3132.37,3133.26,413979200
6/21/13,3081.5,3132.65,3065.42,3124.45,408945792
6/24/13,3104.28,3117.85,3074.31,3074.31,310404096
6/25/13,3069.08,3100.2,3066.41,3089.93,370042208
6/26/13,3105.83,3118.86,3092.54,3104.4,262964896
6/27/13,3133.94,3152.79,3118.03,3118.03,308185408
6/28/13,3143.18,3162.94,3138.4,3150.44,332561408
7/1/13,3147.49,3151.27,3132.86,3140.93,211981296
7/2/13,3153.93,3186.89,3153.47,3173.32,225457904
7/3/13,3160.73,3162.18,3125.49,3129.49,247828000
7/4/13,3141.41,3161.93,3130.85,3147.12,108405504
7/5/13,3161.28,3179.81,3161.01,3169.73,131593904
7/8/13,3161.95,3165.56,3132.07,3155.47,143295008
7/9/13,3167.05,3185.59,3159.8,3178.63,216307808
7/10/13,3192.41,3205.82,3185.61,3188.04,232367392
7/11/13,3214.69,3250.38,3213.11,3248.92,287502112
7/12/13,3258.41,3258.41,3226.4,3236.06,173865792
7/15/13,3240.52,3255.72,3233.94,3236.82,186299008
7/16/13,3244.5,3251.68,3216.5,3224.96,155390896
7/17/13,3221.12,3226.38,3207.13,3208.33,219776992
7/18/13,3217.34,3226.94,3210.81,3218.2,234469792
7/19/13,3218.54,3221.98,3205.57,3213.26,209111392
7/22/13,3223.91,3240.36,3221,3234.35,230007008
7/23/13,3238.37,3256.81,3231.73,3253.76,319749504
7/24/13,3251.66,3277.55,3246.57,3274.76,271095104
7/25/13,3264.97,3265.14,3232.94,3235.68,244969104
7/26/13,3237.75,3248.83,3231.48,3236.1,184912400
7/29/13,3233.69,3237.93,3218.5,3236.97,225331600
7/30/13,3238.81,3258.56,3222.56,3245.45,282392000
7/31/13,3242.45,3246.94,3221.93,3221.93,563832704
8/1/13,3244.23,3256.6,3234.05,3243.29,234772192
8/2/13,3263.4,3268.63,3248.22,3254.13,322703392
8/5/13,3239.66,3243.14,3229.68,3241.79,179822304
8/6/13,3236.19,3247.85,3212.74,3224.89,199415392
8/7/13,3222.28,3240.61,3220.16,3229.91,265183904
8/12/13,3227.65,3244.4,3222.99,3232.24,232642096
8/13/13,3240.24,3247.86,3236.41,3244.12,282266592
8/14/13,3249.46,3251.64,3231.56,3248.66,201488896
8/15/13,3234.33,3237.71,3212.29,3220.92,234279008
8/16/13,3194.54,3209.5,3180.3,3197.53,214066400
8/19/13,3192.26,3202.1,3168.28,3173.33,230727904
8/20/13,3158.42,3164.81,3117.51,3128.75,291115296
8/21/13,3120.03,3132.14,3107.56,3108.99,257657408
8/22/13,3074.7,3099.05,3054.77,3089.4,357640608
8/23/13,3092,3102.01,3085.49,3088.85,278172704
8/26/13,3090.36,3109.58,3082.56,3084.41,468795904
8/27/13,3065.88,3077.58,3027.65,3034.02,370900512
8/28/13,3007.94,3012.34,2990.68,3010.89,383736896
8/29/13,3015.93,3041.76,3011.93,3038.03,430075392
8/30/13,3036.46,3045.21,3018.91,3028.94,497304608
9/2/13,3037.59,3057.16,3032.1,3055.72,151341408
9/3/13,3050.12,3062.79,3049.33,3054.78,185068496
9/4/13,3040.16,3041.55,3015.42,3015.42,254306096
9/5/13,3031.41,3057.18,3029.41,3039.45,211893792
9/6/13,3045.12,3051.34,3036.01,3048.35,204616496
9/9/13,3072.35,3093.41,3071.32,3088.2,232009104
9/10/13,3109.83,3125.5,3093.95,3123.89,257073408
9/11/13,3133.46,3136.53,3099.14,3108.19,182646400
9/12/13,3123.37,3130.66,3116.51,3121.08,381193312
9/13/13,3133.54,3136.04,3111.37,3120.3,287086400
9/16/13,3151.4,3181.72,3147.21,3179.48,320816288
9/17/13,3183.81,3188.7,3176.75,3180.92,202910208
9/18/13,3195.03,3204.39,3189.6,3193.85,223700800
9/19/13,3255.68,3260.14,3241.79,3251.78,338611808
9/20/13,3251.96,3252.12,3230.04,3237.53,211632400
9/23/13,3219.8,3220.73,3203.08,3214.25,152754896
9/24/13,3213.57,3229.61,3207.02,3211.75,203841200
9/25/13,3219.03,3232.34,3200.56,3208.58,165666496
9/26/13,3198.45,3202.69,3183.26,3194.31,169918704
9/27/13,3210.25,3220.3,3206.48,3210.18,160284704
9/30/13,3195.84,3201.84,3167.87,3167.87,314512608
10/1/13,3180.72,3198.5,3176.7,3181.5,177359296
10/2/13,3193.07,3193.62,3150.04,3152.58,229397408
10/3/13,3147.32,3155.06,3135.6,3144.79,138347904
10/4/13,3134.24,3148.8,3131.14,3138.08,163119392
10/7/13,3146.05,3147.48,3132.64,3136.59,140126800
10/8/13,3125.29,3152.44,3122.38,3146.5,172434400
10/9/13,3135.72,3162.74,3132.94,3154.84,190084704
10/10/13,3167.92,3176.77,3161.91,3169.91,213875200
10/11/13,3193.13,3197.17,3179.71,3179.71,176447392
10/14/13,3180.69,3183.38,3155.31,3165.25,83317904
10/16/13,3179.57,3185.64,3164.93,3174.03,201059104
10/17/13,3195.9,3203.91,3184.57,3186.62,187364640
10/18/13,3201.47,3203.09,3188.59,3192.9,205491008
10/21/13,3206.01,3208.87,3193.29,3195.76,274733312
10/22/13,3202.87,3214.24,3199.4,3210.21,282212608
10/23/13,3220.95,3235.25,3198.96,3204.8,304245888
10/24/13,3201.97,3221.89,3199.38,3217.95,167528000
10/25/13,3220.53,3221.94,3202.36,3205.24,218928496
10/28/13,3216.75,3218.4,3204.75,3207.85,187856000
10/29/13,3205.37,3213.71,3198.42,3208.82,151009504
10/30/13,3215.29,3230.44,3204.48,3230.44,253572704
10/31/13,3218.48,3227.53,3210.67,3210.67,385770208
11/1/13,3212.13,3213.94,3194.96,3201.2,221917104
11/4/13,3207.22,3212.4,3200.34,3203.94,135785904
11/5/13,3213.86,3217,3200.56,3205.54,215180608
11/6/13,3206.35,3212.07,3199.79,3205.29,214266304
11/7/13,3215.35,3217.36,3198.63,3202.1,179443808
11/8/13,3190.95,3193.79,3173.49,3177.25,217920992
11/11/13,3184.09,3190.83,3175.72,3186.72,160023104
11/12/13,3186.13,3189.04,3180.25,3180.25,190563808
11/13/13,3185.36,3185.38,3163.01,3166.74,261981104
11/14/13,3180.37,3196.59,3180,3191.08,254332992
11/15/13,3192.47,3202.79,3189.35,3201.27,346700800
11/18/13,3215.38,3218.55,3202.33,3203.03,238039104
11/19/13,3204.2,3206.92,3188.58,3192.08,171544800
11/20/13,3197.39,3202.18,3182.25,3184.23,184427504
11/21/13,3175.7,3176.76,3158.4,3172.38,275688096
11/22/13,3175.98,3177.75,3162.47,3172.85,169080608
11/25/13,3185.62,3185.62,3174.45,3180.65,179843104
11/26/13,3178.13,3182.24,3168.6,3173.51,299990496
11/27/13,3175.12,3177.91,3163.12,3172.06,192118400
11/28/13,3178.73,3199.89,3174.57,3186.37,139233696
11/29/13,3178.27,3181.07,3169.73,3176.35,224993104
12/2/13,3177.87,3188.93,3174.81,3188.76,162639296
12/3/13,3181.9,3197.09,3181.11,3187.67,183443008
12/4/13,3176.23,3187.53,3151.75,3160.7,193234704
12/5/13,3143.39,3152.05,3120.84,3124.38,294429312
12/6/13,3113.61,3119.74,3098.8,3114.17,198084400
12/9/13,3122.14,3126.01,3108.18,3113.64,191952608
12/10/13,3115.46,3116.86,3081.6,3081.72,230807808
12/11/13,3077.16,3082.43,3056.44,3060.74,261782592
12/12/13,3034,3063.03,3025.41,3059.04,282117312
12/13/13,3044.28,3070.35,3038.67,3066.02,274630592
12/16/13,3053.69,3062.88,3049.2,3053.77,134780496
12/17/13,3073.07,3077.71,3063.38,3067.57,154936192
12/18/13,3058.82,3070.1,3056.91,3061.78,167996304
12/19/13,3083.44,3084.19,3056.45,3070.23,217061792
12/20/13,3072.41,3094.48,3070.42,3094.48,205590896
12/23/13,3101.92,3116.22,3096.92,3116.22,122500704
12/24/13,3124.47,3131.8,3115.41,3127.29,78827000
12/26/13,3131.94,3138.15,3130.23,3134.36,61807500
12/27/13,3144.87,3154.82,3142.37,3149.76,174566000
12/30/13,3159.68,3164.86,3150.26,3153.29,107880496
12/31/13,3166.26,3169.2,3158.15,3167.43,245359808
1/2/14,3179.67,3187.8,3170.2,3174.65,105365400
1/3/14,3164.33,3170.1,3127.91,3131.47,133084896
1/6/14,3142.61,3143.61,3119.7,3123.82,131857504
1/7/14,3123.85,3133.4,3120.88,3120.88,169757696
1/8/14,3129.93,3150.65,3126.61,3150.65,158504192
1/9/14,3143.12,3154.36,3138.96,3145.41,190006000
1/10/14,3148.72,3153.69,3139.2,3143.87,185160800
1/13/14,3150.74,3153.5,3131.19,3135.49,144893408
1/14/14,3117.88,3125.4,3115.8,3123.75,209054704
1/15/14,3131.33,3146.77,3131.33,3143.25,176631904
1/16/14,3150,3155.89,3135.47,3140.44,162248400
1/17/14,3129.58,3147.33,3116.67,3147.33,204128192
1/20/14,3137.26,3140.09,3126.79,3128.79,109883200
1/21/14,3130.39,3142.05,3128.61,3133.76,150743296
1/22/14,3129.46,3136.88,3126.44,3133.74,156776304
1/23/14,3129.24,3132.77,3098.95,3100.24,234692704
1/24/14,3087.09,3091.09,3071.23,3075.99,236024496
1/27/14,3038.99,3043.33,3025.15,3042.43,288339808
1/28/14,3035.56,3065.72,3031.41,3062.41,223178592
1/29/14,3064.05,3068.05,3036.3,3047.93,177521792
1/30/14,3019.08,3027.22,3012.26,3027.22,223179392
2/3/14,3011.41,3015.16,2989,2990.95,203798000
2/4/14,2954.88,2973.72,2953.01,2965.8,251984704
2/5/14,2974.8,2984.65,2960.09,2960.09,240463392
2/6/14,2972.98,2994.48,2972.4,2988.27,222123392
2/7/14,3003.53,3019.12,3000.17,3013.14,245264192
2/10/14,3021.89,3021.89,3003.48,3017.2,198728304
2/11/14,3018.26,3042.95,3013.63,3029.1,126246096
2/12/14,3039.46,3044.96,3033.73,3035.45,170223904
2/13/14,3029.53,3050.23,3027.85,3039.9,209310208
2/14/14,3046.12,3051.48,3029.9,3038.71,183823008
2/17/14,3048.7,3071.79,3044.5,3069.28,199644608
2/18/14,3075.47,3075.69,3064.21,3070.78,127989800
2/19/14,3087.31,3095.58,3083.31,3088.79,257561408
2/20/14,3093.39,3101.58,3084.1,3086.64,200865200
2/21/14,3103.3,3109.8,3096.54,3099.93,268789408
2/24/14,3112.43,3113.57,3097.04,3105.84,156797696
2/25/14,3116.3,3121.29,3101.51,3103.62,214480704
2/26/14,3101.03,3101.03,3080.97,3088.25,188570208
2/27/14,3085.54,3101.36,3082.86,3096.74,231943392
2/28/14,3093.31,3110.78,3087.82,3110.78,302515488
3/3/14,3078.29,3088.24,3067.24,3087.47,387808896
3/4/14,3088.35,3114.24,3087.67,3104.71,331264608
3/5/14,3113.15,3116.64,3107.04,3116.64,334640384
3/6/14,3115.3,3136.58,3115.18,3129.17,268596000
3/7/14,3132.45,3137.79,3125.93,3136.26,310186400
3/10/14,3131.87,3138.62,3117.73,3126.63,169124000
3/11/14,3126,3145.24,3124.78,3129.4,246111104
3/12/14,3113.41,3115.21,3097.43,3097.43,234174208
3/13/14,3094.24,3096.57,3078.54,3081.39,234631808
3/14/14,3067.23,3074.73,3060.51,3073.72,288544704
3/17/14,3071.87,3093.53,3071.13,3092.14,176008192
3/18/14,3099.63,3101.86,3082.01,3093.84,227131008
3/19/14,3079.25,3082.45,3068.17,3080.75,212613504
3/20/14,3065.28,3079.57,3053.59,3057.2,248811808
3/21/14,3066.19,3090.03,3065.22,3073.39,224851104
3/24/14,3089.47,3121.39,3089.37,3111.83,186011392
3/25/14,3098.76,3112.51,3097.8,3104.17,191594496
3/26/14,3114.95,3149.19,3114.09,3143.32,310614400
3/27/14,3148.17,3167.34,3145.86,3162.46,342129504
3/28/14,3162.16,3184.22,3162.1,3172.17,292830912
3/31/14,3185.56,3194.2,3178.64,3188.62,297201504
4/1/14,3202.18,3205.41,3196.45,3198.52,197530096
4/2/14,3213.79,3213.85,3189.13,3192.78,342588992
4/3/14,3214.47,3221.27,3212.43,3220.06,329078400
4/4/14,3225.86,3226.32,3206.93,3212.72,182690000
4/7/14,3210.62,3214.7,3190.67,3193.59,201864704
4/8/14,3196.03,3211.8,3190.89,3204.09,268919904
4/9/14,3205.26,3215.73,3203.6,3209.92,320399104
4/10/14,3194.73,3209.47,3187.15,3204.94,318300512
4/11/14,3181.97,3203.8,3181.89,3195.45,204142304
4/14/14,3209.6,3218.56,3206.38,3214.83,151492496
4/15/14,3236.18,3248.79,3235.23,3246.32,415223392
4/16/14,3252.04,3258.39,3249.31,3253.2,299680608
4/17/14,3256.87,3259.07,3246.78,3253.8,214585504
4/21/14,3260.84,3264.13,3251.05,3255.83,153503696
4/22/14,3258.56,3277.53,3255.64,3277.53,284928704
4/23/14,3269.01,3274.02,3250.13,3258.01,251128896
4/24/14,3261.3,3284.17,3260.84,3283.93,235341504
4/25/14,3277.45,3277.46,3263.93,3267.57,278633984
4/28/14,3256.74,3267.39,3234.12,3242.71,241479600
4/29/14,3230.34,3238.78,3222.77,3237.74,187214304
4/30/14,3261.67,3267.83,3257.88,3264.71,324850496
5/2/14,3263.08,3265.91,3245.02,3252.55,232694592
5/5/14,3260.52,3263.8,3238.53,3241.6,153718208
5/6/14,3248.98,3250.41,3242.46,3245.56,146432096
5/7/14,3237.4,3240.72,3226.99,3236.43,203893600
5/8/14,3249.63,3254.27,3240.7,3247.69,166082800
5/9/14,3244.27,3253.95,3242.88,3252.13,208152992
5/12/14,3245.64,3250.3,3221.74,3222.43,205301696
5/14/14,3244.42,3261.22,3244.28,3259.09,330769600
5/15/14,3253.66,3273.84,3250.39,3272.49,273778592
5/16/14,3267.55,3272.48,3255.39,3262.59,322156992
5/19/14,3254.79,3268.85,3254.79,3262.43,450228416
5/20/14,3260.49,3268.75,3260.14,3265.47,209701600
5/21/14,3258.28,3261.88,3254.61,3261.78,153112000
5/22/14,3261.58,3272.77,3259.28,3265.66,230509600
5/23/14,3266.47,3279.08,3266.22,3278.02,218549104
5/26/14,3284.33,3291.48,3278.56,3282.88,149634304
5/27/14,3284.48,3288.74,3272.01,3274.06,192844304
5/28/14,3279.84,3281.18,3270.62,3271.84,238112000
5/29/14,3282.37,3308.43,3281.32,3300.71,286198784
5/30/14,3284.97,3301.63,3283,3295.85,301741504
6/2/14,3302.4,3305.17,3295.18,3302.24,149803296
6/3/14,3304.06,3304.19,3292.03,3296.67,224842400
6/4/14,3294.44,3294.44,3273.69,3280.17,260087200
6/5/14,3276.01,3282.56,3272.23,3279.64,196418592
6/6/14,3286.43,3302.85,3286.14,3299.43,186650400
6/9/14,3310.36,3311.12,3298.54,3305.2,113331400
6/10/14,3305.15,3305.8,3287.92,3293.82,112330000
6/11/14,3291.38,3292.33,3282.31,3290.04,186996304
6/12/14,3283.84,3297.42,3283.09,3293.01,140290208
6/13/14,3288.47,3296.02,3285.15,3293.25,124687104
6/16/14,3293.61,3297.47,3289.02,3290.26,133444000
6/17/14,3292.58,3292.99,3268.8,3274.44,158123808
6/18/14,3275.38,3282.34,3269.77,3276.8,132404000
6/19/14,3280.71,3282.34,3268.35,3269.02,188166400
6/20/14,3268.6,3270.66,3258.8,3258.8,164727008
6/23/14,3263.43,3264.69,3254.49,3257.4,112589296
6/24/14,3261.11,3269.17,3257.42,3262.03,103135104
6/25/14,3261.02,3270.07,3260.4,3261.54,144986000
6/26/14,3267.36,3279.12,3265.78,3278.57,125806704
6/27/14,3266.62,3274.09,3266.46,3271.05,102000704
6/30/14,3260.95,3269.12,3246.72,3255.67,199507504
7/1/14,3247.86,3249.01,3234.14,3242.64,143568704
7/2/14,3254.49,3264.18,3250.53,3263.91,141742896
7/3/14,3267.47,3280.75,3267.11,3273.15,160599104
7/4/14,3286.6,3289.53,3272.01,3272.25,131436096
7/7/14,3279.85,3292.62,3271.01,3291.57,97771200
7/8/14,3282.5,3289.41,3278.53,3283.34,119479600
7/9/14,3281.66,3282.65,3264.3,3275.46,124358896
7/10/14,3282.27,3291.27,3269.28,3269.5,142275904
7/11/14,3277.75,3294.1,3276.22,3293.73,118944600
7/14/14,3292.86,3296.05,3286.28,3290.98,157831104
7/15/14,3295.52,3297,3286.28,3291.42,163468800
7/16/14,3297.04,3305.19,3295.24,3304.43,141240800
7/17/14,3307.22,3309.91,3298.09,3306.89,129668000
7/18/14,3296.87,3310.53,3295.37,3310.53,117020496
7/21/14,3313.83,3320.35,3309.17,3314.27,94820200
7/22/14,3312.69,3321.46,3310.14,3316.91,128106200
7/23/14,3329.86,3341.49,3326.93,3340.7,149774096
7/24/14,3346.39,3353.89,3342.17,3353.89,227353408
7/25/14,3355.42,3356.07,3339.33,3350.17,134397200
7/29/14,3351.22,3360.28,3351.22,3356.08,150009696
7/30/14,3359.7,3359.88,3349.75,3353.65,170785296
7/31/14,3353.7,3387.84,3352.13,3374.06,292542016
8/1/14,3348.55,3351.2,3339.94,3344.42,204236896
8/4/14,3337.15,3337.17,3314.14,3318.4,165715904
8/5/14,3328.81,3332.49,3320.16,3327.67,232974800
8/6/14,3322.58,3323.01,3313.92,3320.23,191706704
8/7/14,3314.03,3319.36,3304.57,3314.22,316049312
8/8/14,3295.95,3295.95,3278.21,3288.89,219988608
8/11/14,3301.9,3316.66,3300.88,3306.45,143358896
8/12/14,3317.26,3319.7,3303.66,3305,145607904
8/13/14,3299.93,3303.4,3293.68,3301.41,170832608
8/14/14,3308.06,3309.76,3289.05,3294.83,208995008
8/15/14,3304.02,3318.45,3297.25,3314.77,237304496
8/18/14,3305.49,3312.78,3299.26,3312.78,163052800
8/19/14,3323.27,3326.51,3313.58,3316.43,239242800
8/20/14,3325.81,3331.74,3319.18,3323.65,236580496
8/21/14,3333.83,3335.23,3320.29,3324.09,176710704
8/22/14,3327.19,3336.75,3325.5,3325.5,251438800
8/25/14,3331.91,3343.62,3326.8,3330.28,171313696
8/26/14,3326.85,3335.32,3321.8,3323.02,174639504
8/27/14,3330.88,3344.76,3328.16,3341.46,174889600
8/28/14,3346.31,3358.44,3334.86,3338.85,221579696
8/29/14,3330.22,3335.4,3321.32,3327.09,235323104
9/1/14,3327.07,3328.4,3309.73,3314.13,129165296
9/2/14,3318.11,3330.3,3313.85,3328.3,153712800
9/3/14,3332.25,3349.05,3326.81,3348.77,193649696
9/4/14,3334.97,3346.34,3334.95,3346.34,178769200
9/5/14,3349.74,3349.76,3324.14,3341.73,182442400
9/8/14,3340.83,3341.9,3333.87,3335.19,149635504
9/9/14,3335.66,3350.39,3335.66,3342.96,107889104
9/10/14,3336,3346.4,3328.66,3338.63,180294704
9/11/14,3343.63,3352.47,3341.57,3347.28,169796400
9/12/14,3347.88,3356.71,3343.65,3345.55,162604608
9/15/14,3339.32,3341.52,3312.47,3312.47,200517504
9/16/14,3310.44,3311.48,3266.25,3272.62,338003104
9/17/14,3283.22,3299.64,3283.12,3296.48,209916304
9/18/14,3302.12,3306.94,3294.74,3297.29,222714096
9/19/14,3302.61,3313.18,3301.94,3305.05,239570208
9/22/14,3307.31,3312.43,3295.44,3296.57,147373200
9/23/14,3293.36,3306.44,3291.76,3298.09,201285600
9/24/14,3291.69,3298.44,3286.32,3292.81,166936608
9/25/14,3301.69,3303.16,3284.2,3290.99,116304496
9/26/14,3276.84,3293.33,3271.77,3292.21,145385296
9/29/14,3290.82,3293.99,3282.75,3289.72,114644600
9/30/14,3272.62,3276.74,3256.97,3276.74,685562176
10/1/14,3267.96,3270.24,3262.5,3264.09,166406496
10/2/14,3252.35,3255.94,3227.26,3228.71,209613632
10/3/14,3226.5,3256.93,3222.92,3253.24,195609696
10/7/14,3260.72,3261.31,3237.31,3243.99,238024000
10/8/14,3227.62,3234.71,3223.82,3226.71,157060192
10/9/14,3242.47,3264.06,3239.97,3259.25,216401600
10/10/14,3231.63,3234.13,3223.38,3223.87,220303504
10/13/14,3213.89,3217.98,3194.29,3202.15,192599696
10/14/14,3192.39,3211.66,3191.05,3194.4,213058000
10/15/14,3199.63,3210,3194.03,3198.72,192113104
10/16/14,3179.35,3179.35,3154.21,3154.21,294541088
10/17/14,3154.39,3171.36,3149.91,3167.73,254572128
10/20/14,3184.66,3192.26,3180.22,3181.05,213826704
10/21/14,3182.86,3202.74,3180.4,3202.74,228766304
10/23/14,3222.71,3238,3221.61,3236.5,227307008
10/24/14,3230.03,3234.05,3209.99,3222.55,161819504
10/27/14,3231.81,3234.76,3215.77,3226.11,187922400
10/28/14,3221.08,3221.08,3206.21,3211.65,228315504
10/29/14,3217.74,3230.1,3216.96,3224.03,209365408
10/30/14,3225.6,3234.31,3219.62,3234.31,213820608
10/31/14,3237.35,3274.25,3236.4,3274.25,330262112
11/3/14,3286.57,3295.77,3281.3,3290.84,260843504
11/4/14,3292.1,3293.61,3278.42,3281.57,204830400
11/5/14,3275.99,3289.75,3273.68,3287.66,185155392
11/6/14,3287.59,3302.34,3286.14,3290.96,232082752
11/7/14,3295.48,3300.71,3283.98,3286.39,185100304
11/10/14,3306.56,3312.68,3301,3301,217435808
11/11/14,3306.68,3309.66,3287.42,3292.15,167746800
11/12/14,3289.32,3299.23,3277.55,3283.71,230641200
11/13/14,3288.34,3313.89,3285.08,3304.93,379232000
11/14/14,3313.31,3317.19,3305.23,3315.67,264950704
11/17/14,3310.53,3314.23,3285.6,3288.67,301901184
11/18/14,3297.91,3313.73,3296.18,3313.73,270500896
11/19/14,3327.78,3336.85,3326.08,3334.56,240522592
11/20/14,3337.5,3341.71,3312.48,3315.6,241281200
11/21/14,3329.3,3347.42,3328.45,3345.32,289916320
11/24/14,3349.39,3356.27,3339.53,3340.53,191257904
11/25/14,3344.03,3348.92,3334.12,3344.99,435428416
11/26/14,3342.87,3349.66,3330.8,3349.66,283388416
11/27/14,3348.64,3355.62,3340.96,3340.96,235911392
11/28/14,3346.52,3360.32,3341.89,3350.5,242751104
12/1/14,3352.32,3356.53,3300.93,3305.64,292625408
12/2/14,3324.94,3337.57,3304.83,3322.32,239601296
12/3/14,3331.44,3335.81,3303.39,3303.39,179598496
12/4/14,3318.68,3322.16,3302.22,3304.82,241329408
12/5/14,3300.26,3324.39,3297.74,3324.39,217347504
12/8/14,3321.42,3332.53,3297.84,3297.84,228327504
12/9/14,3312.86,3334.93,3306.75,3319.84,222289664
12/10/14,3320.78,3336.47,3315.88,3325.81,257770208
12/11/14,3318.65,3326.13,3314.95,3318.7,214326208
12/12/14,3320.62,3336.83,3315.42,3324.13,220580480
12/15/14,3312.48,3314.3,3285.49,3294.14,198670096
12/16/14,3274.08,3279.91,3212.09,3215.09,307376896
12/17/14,3220.13,3232.64,3200.63,3227.23,363130304
12/18/14,3247.06,3252.01,3227.52,3243.65,296016800
12/19/14,3262.54,3286.68,3258.14,3279.53,297188704
12/22/14,3293.72,3330.96,3291.49,3330.96,187490592
12/23/14,3351.09,3353.57,3328.74,3332.51,155364704
12/24/14,3336.41,3350.42,3331.28,3345.91,94419800
12/26/14,3340.76,3353.68,3335.08,3353.68,50449500
12/29/14,3360.64,3367.71,3356.62,3367.69,107472496
12/30/14,3370.77,3373.93,3359.29,3366.11,161879392
12/31/14,3366.99,3373.08,3364.64,3365.15,116600200
1/2/15,3364.08,3375.13,3359.95,3370.59,112173000
1/5/15,3368.38,3369.05,3319.72,3328.28,141808304
1/6/15,3294.24,3295.51,3272.4,3281.95,282805600
1/7/15,3281.94,3309.8,3267.89,3298.36,217210000
1/8/15,3303.65,3347.21,3299.64,3345.11,204809696
1/9/15,3368.42,3372.34,3328.96,3338.44,236119264
1/12/15,3332.96,3347.76,3331.72,3344.89,185648000
1/13/15,3334.06,3346.6,3325.43,3341.07,259175952
1/14/15,3336.43,3349.19,3326.12,3326.16,261225904
1/15/15,3330.75,3342.13,3327.4,3338.84,221501024
1/16/15,3325.53,3341.55,3291.5,3300.68,295389088
1/19/15,3318.59,3324.34,3297.89,3307.7,163759600
1/20/15,3315.57,3338.69,3311.59,3334.02,162165200
1/21/15,3336.58,3354.46,3331.27,3354.46,261308896
1/22/15,3352.2,3377.34,3349.11,3370.29,324115392
1/23/15,3390.46,3419.3,3388.33,3411.5,358072288
1/26/15,3409.36,3409.75,3393.24,3398.52,272431488
1/27/15,3414.48,3428.49,3406.89,3412.2,288062912
1/28/15,3405.07,3427.19,3404.17,3419.15,260533600
1/29/15,3402.37,3428.39,3402.18,3419.05,216797104
1/30/15,3422.18,3432.62,3391.2,3391.2,355914304
2/2/15,3398.51,3423.35,3394.54,3423.35,253285296
2/3/15,3421.83,3422.18,3401.03,3408.02,208365408
2/4/15,3420.28,3432.1,3413.03,3417.57,251205600
2/5/15,3414.91,3415.14,3394.95,3406.58,235852288
2/6/15,3411.48,3441.66,3407.95,3431.36,312390112
2/9/15,3425.73,3434.48,3416.26,3418.02,290562912
2/10/15,3417.47,3434.79,3417.45,3434.24,244810096
2/11/15,3439.49,3448.96,3431.08,3444.57,183198400
2/12/15,3443.47,3443.88,3409.38,3419.17,220433600
2/13/15,3424.62,3429.47,3413.56,3426.22,270323808
2/16/15,3417.67,3427.16,3406.13,3427.16,227862496
2/17/15,3418.4,3420.16,3409.03,3415.91,210038304
2/18/15,3434.47,3443.05,3425.9,3435.66,169587392
2/23/15,3456.21,3458.14,3421.3,3421.3,308895616
2/24/15,3427.56,3437.61,3415.91,3437.61,289288704
2/25/15,3444.77,3455.32,3437.55,3440.83,411220096
2/26/15,3439.24,3439.29,3417.47,3426.18,247515104
2/27/15,3420.82,3428.75,3402.86,3402.86,382429088
3/2/15,3408.88,3412.08,3389.73,3403.89,308115296
3/3/15,3416.56,3430.81,3415.7,3422.11,371102304
3/4/15,3420.82,3430.19,3415.43,3415.53,251370896
3/5/15,3411.37,3422.03,3395.27,3395.27,223968096
3/6/15,3410.31,3423.76,3406.38,3417.51,271006592
3/9/15,3395.36,3408.42,3384.07,3404.57,299616096
3/10/15,3407.42,3416.39,3394.52,3398.26,278885696
3/11/15,3380.67,3391.82,3369.42,3378.59,304463488
3/12/15,3371.63,3380.41,3357.11,3373.6,197420192
3/13/15,3369.18,3381.46,3362.16,3362.77,173560000
3/16/15,3361.38,3387.36,3358.03,3376.04,171591696
3/17/15,3392.29,3397.93,3366.57,3369.95,286039808
3/18/15,3357.97,3373.57,3356.66,3361.75,238810896
3/19/15,3375.83,3386.16,3371.76,3386.16,274184096
3/20/15,3385.09,3417.45,3376.62,3412.44,368646496
3/23/15,3413.65,3430.32,3409.42,3410.13,211073104
3/24/15,3411.28,3421.61,3408.4,3413.26,202608704
3/25/15,3413.72,3422.72,3404.63,3419.02,167187104
3/26/15,3412.15,3439.15,3406.75,3431.59,209192704
3/27/15,3436.12,3453.6,3434.13,3450.1,291268992
3/30/15,3441.94,3458.71,3440.3,3454.26,195255024
3/31/15,3469.02,3469.02,3442.44,3447.01,300525312
4/1/15,3439.76,3450.54,3435.59,3447.02,220184208
4/2/15,3446.6,3454.8,3444.8,3453.75,185135456
4/6/15,3451.73,3458.18,3451.21,3452.91,143477600
