"Date","Price","Open","High","Low","Vol.","Change %"
"07/09/2014","1,238.21","1,224.75","1,242.60","1,224.56","66.67M","0.77%"
"07/08/2014","1,228.78","1,238.64","1,238.98","1,228.78","81.01M","-1.27%"
"07/07/2014","1,244.58","1,257.93","1,258.53","1,242.68","70.44M","-1.17%"
"07/06/2014","1,259.28","1,259.53","1,262.46","1,258.62","29.13M","-0.07%"
"07/03/2014","1,260.18","1,251.36","1,260.18","1,250.98","91.00M","0.60%"
"07/02/2014","1,252.68","1,255.57","1,256.15","1,251.79","49.24M","0.15%"
"07/01/2014","1,250.86","1,253.71","1,254.06","1,247.76","45.16M","-0.17%"
"06/30/2014","1,252.95","1,250.62","1,252.95","1,247.42","75.02M","0.19%"
"06/29/2014","1,250.56","1,250.41","1,251.88","1,249.30","57.79M","0.16%"
"06/26/2014","1,248.60","1,254.22","1,256.31","1,247.30","134.06M","-0.26%"
"06/25/2014","1,251.89","1,261.64","1,262.15","1,250.08","54.80M","-0.95%"
"06/24/2014","1,263.91","1,266.50","1,266.50","1,263.45","44.97M","-0.16%"
"06/23/2014","1,265.88","1,267.37","1,268.35","1,263.26","27.88M","-0.14%"
"06/22/2014","1,267.67","1,267.90","1,268.03","1,265.24","16.48M","0.10%"
"06/19/2014","1,266.42","1,267.03","1,269.09","1,266.42","65.92M","0.41%"
"06/18/2014","1,261.20","1,260.42","1,262.96","1,258.78","42.92M","0.19%"
"06/17/2014","1,258.87","1,256.20","1,259.15","1,255.23","45.90M","0.19%"
"06/16/2014","1,256.49","1,250.81","1,257.09","1,248.85","59.93M","0.33%"
"06/15/2014","1,252.34","1,253.83","1,255.76","1,251.65","42.15M","-0.46%"
"06/12/2014","1,258.10","1,261.61","1,262.81","1,256.87","177.38M","-0.27%"
"06/11/2014","1,261.46","1,266.70","1,267.29","1,260.05","55.15M","-0.38%"
"06/10/2014","1,266.33","1,269.93","1,269.93","1,264.31","46.58M","-0.34%"
"06/09/2014","1,270.66","1,272.67","1,272.74","1,269.82","49.24M","-0.15%"
"06/08/2014","1,272.55","1,269.04","1,272.85","1,268.50","44.69M","1.01%"
"06/05/2014","1,259.84","1,258.55","1,264.69","1,258.55","78.80M","-0.01%"
"06/02/2014","1,260.00","1,262.82","1,264.54","1,258.27","50.94M","0.00%"
"06/01/2014","1,260.00","1,258.22","1,260.18","1,258.01","23.44M","0.24%"
"05/29/2014","1,256.99","1,261.86","1,262.53","1,256.74","104.02M","-0.36%"
"05/28/2014","1,261.50","1,268.58","1,269.21","1,261.23","42.55M","-0.29%"
"05/27/2014","1,265.18","1,268.33","1,269.30","1,264.88","88.37M","-0.22%"
"05/26/2014","1,267.99","1,265.83","1,271.03","1,265.17","65.16M","0.23%"
"05/25/2014","1,265.13","1,257.64","1,265.13","1,257.41","29.89M","1.11%"
"05/22/2014","1,251.18","1,248.74","1,255.79","1,248.74","80.69M","-0.05%"
"05/21/2014","1,251.80","1,249.98","1,252.51","1,248.98","314.21M","0.09%"
"05/20/2014","1,250.66","1,252.50","1,255.27","1,250.41","65.24M","0.08%"
"05/19/2014","1,249.71","1,249.33","1,251.74","1,245.23","56.90M","0.09%"
"05/18/2014","1,248.63","1,249.11","1,249.85","1,247.07","32.11M","0.25%"
"05/15/2014","1,245.51","1,255.17","1,257.77","1,245.51","72.70M","-0.62%"
"05/14/2014","1,253.32","1,255.91","1,257.12","1,252.18","87.62M","-0.07%"
"05/13/2014","1,254.16","1,245.68","1,255.24","1,244.15","100.40M","0.93%"
"05/12/2014","1,242.60","1,238.97","1,242.60","1,238.24","116.61M","0.48%"
"05/11/2014","1,236.68","1,235.88","1,237.39","1,235.07","76.02M","-0.11%"
"05/08/2014","1,238.10","1,237.43","1,240.57","1,234.45","84.14M","0.30%"
"05/07/2014","1,234.36","1,242.42","1,243.51","1,234.36","78.38M","-0.94%"
"05/04/2014","1,246.08","1,250.34","1,250.90","1,243.93","67.82M","-0.47%"
"05/01/2014","1,251.94","1,247.55","1,252.62","1,247.55","39.05M","0.07%"
"04/30/2014","1,251.12","1,254.05","1,256.86","1,248.59","69.94M","-0.40%"
"04/29/2014","1,256.10","1,261.86","1,262.08","1,255.77","56.70M","-0.42%"
"04/28/2014","1,261.34","1,258.45","1,263.33","1,257.33","50.35M","0.25%"
"04/27/2014","1,258.17","1,257.55","1,260.89","1,255.87","33.56M","-0.66%"
"04/24/2014","1,266.48","1,269.11","1,277.18","1,263.69","159.82M","-0.38%"
"04/23/2014","1,271.33","1,279.10","1,281.95","1,270.88","110.89M","-0.77%"
"04/22/2014","1,281.20","1,265.90","1,281.20","1,265.03","50.48M","1.53%"
"04/17/2014","1,261.85","1,271.49","1,271.60","1,259.45","33.03M","-0.67%"
"04/16/2014","1,270.31","1,273.09","1,274.35","1,268.90","45.48M","0.29%"
"04/13/2014","1,266.58","1,260.24","1,269.58","1,258.49","59.90M","-1.60%"
"04/10/2014","1,287.19","1,297.16","1,299.04","1,287.19","136.85M","-0.25%"
"04/09/2014","1,290.46","1,284.96","1,290.73","1,284.48","78.06M","0.72%"
"04/08/2014","1,281.19","1,293.56","1,294.56","1,280.05","148.07M","-1.31%"
